iso_code,continent,location,date,stringency_index,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
ALB,Europe,Albania,2021-03-17,60.19,2877800,118938,446,585.429,2092,15,15.143,41329.488,154.979,203.429,726.944,5.212,5.262,0.79,,,,,,,,
ALB,Europe,Albania,2021-03-18,60.19,2877800,119528,590,583.714,2106,14,14.857,41534.506,205.018,202.834,731.809,4.865,5.163,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-19,60.19,2877800,120022,494,557,2122,16,14.857,41706.164,171.659,193.551,737.369,5.56,5.163,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-20,60.19,2877800,120541,519,531.429,2133,11,14.714,41886.511,180.346,184.665,741.191,3.822,5.113,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-21,60.19,2877800,121200,659,532.286,2137,4,13.143,42115.505,228.994,184.963,742.581,1.39,4.567,0.81,,,,,,,,
ALB,Europe,Albania,2021-03-22,60.19,2877800,121544,344,503.857,2145,8,12.143,42235.041,119.536,175.084,745.361,2.78,4.219,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-23,60.19,2877800,121847,303,479.286,2156,11,11.286,42340.329,105.289,166.546,749.183,3.822,3.922,0.79,,,,,,,,
ALB,Europe,Albania,2021-03-24,60.19,2877800,122295,448,479.571,2171,15,11.286,42496.004,155.674,166.645,754.396,5.212,3.922,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-25,60.19,2877800,122767,472,462.714,2184,13,11.143,42660.018,164.014,160.788,758.913,4.517,3.872,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-26,60.19,2877800,123216,449,456.286,2192,8,10,42816.04,156.022,158.554,761.693,2.78,3.475,0.81,,,,,,,,
ALB,Europe,Albania,2021-03-27,60.19,2877800,123641,425,442.857,2204,12,10.143,42963.722,147.682,153.887,765.863,4.17,3.525,0.81,,,,,,,,
ALB,Europe,Albania,2021-03-28,60.19,2877800,124134,493,419.143,2210,6,10.429,43135.034,171.311,145.647,767.948,2.085,3.624,0.81,,,,,,,,
ALB,Europe,Albania,2021-03-29,60.19,2877800,124419,285,410.714,2216,6,10.143,43234.068,99.034,142.718,770.033,2.085,3.525,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-30,60.19,2877800,124723,304,410.857,2227,11,10.143,43339.704,105.636,142.768,773.855,3.822,3.525,0.8,,,,,,,,
ALB,Europe,Albania,2021-03-31,60.19,2877800,125157,434,408.857,2235,8,9.143,43490.514,150.81,142.073,776.635,2.78,3.177,0.8,,,,,,,,
ALB,Europe,Albania,2021-04-01,60.19,2877800,125506,349,391.286,2241,6,8.143,43611.787,121.273,135.967,778.72,2.085,2.83,0.79,,,,,,,,
ALB,Europe,Albania,2021-04-02,60.19,2877800,125842,336,375.143,2247,6,7.857,43728.543,116.756,130.358,780.805,2.085,2.73,0.78,,,,,,,,
ALB,Europe,Albania,2021-04-03,60.19,2877800,126183,341,363.143,2256,9,7.429,43847.036,118.493,126.188,783.932,3.127,2.581,0.77,,,,,,,,
ALB,Europe,Albania,2021-04-04,60.19,2877800,126531,348,342.429,2265,9,7.857,43967.962,120.926,118.99,787.06,3.127,2.73,0.77,,,,,,,,
ALB,Europe,Albania,2021-04-05,60.19,2877800,126795,264,339.429,2274,9,8.286,44059.698,91.737,117.947,790.187,3.127,2.879,0.76,,,,,,,,
ALB,Europe,Albania,2021-04-06,60.19,2877800,126936,141,316.143,2283,9,8,44108.694,48.996,109.856,793.314,3.127,2.78,0.75,,,,,,,,
ALB,Europe,Albania,2021-04-07,60.19,2877800,127192,256,290.714,2291,8,8,44197.651,88.957,101.02,796.094,2.78,2.78,0.76,,,,,,,,
ALB,Europe,Albania,2021-04-08,60.19,2877800,127509,317,286.143,2297,6,8,44307.805,110.154,99.431,798.179,2.085,2.78,0.77,,,,,,,,
ALB,Europe,Albania,2021-04-09,60.19,2877800,127795,286,279,2304,7,8.143,44407.186,99.381,96.949,800.612,2.432,2.83,0.77,,,,,,,,
ALB,Europe,Albania,2021-04-10,60.19,2877800,128155,360,281.714,2310,6,7.714,44532.282,125.096,97.892,802.697,2.085,2.681,0.77,,,,,,,,
ALB,Europe,Albania,2021-04-11,60.19,2877800,128393,238,266,2317,7,7.429,44614.984,82.702,92.432,805.129,2.432,2.581,0.75,,,,,,,,
ALB,Europe,Albania,2021-04-12,54.63,2877800,128518,125,246.143,2321,4,6.714,44658.42,43.436,85.532,806.519,1.39,2.333,0.73,,,,,,,,
ALB,Europe,Albania,2021-04-13,54.63,2877800,128752,234,259.429,2326,5,6.143,44739.732,81.312,90.148,808.256,1.737,2.135,0.72,,,,,,,,
ALB,Europe,Albania,2021-04-14,54.63,2877800,128959,207,252.429,2331,5,5.714,44811.662,71.93,87.716,809.994,1.737,1.986,0.7,,,,,,,,
ALB,Europe,Albania,2021-04-15,54.63,2877800,129128,169,231.286,2335,4,5.429,44870.387,58.725,80.369,811.384,1.39,1.886,0.69,,,,,,,,
ALB,Europe,Albania,2021-04-16,54.63,2877800,129307,179,216,2337,2,4.714,44932.587,62.2,75.057,812.079,0.695,1.638,0.67,,,,,,,,
ALB,Europe,Albania,2021-04-17,54.63,2877800,129456,149,185.857,2340,3,4.286,44984.363,51.776,64.583,813.121,1.042,1.489,0.67,,,,,,,,
ALB,Europe,Albania,2021-04-18,54.63,2877800,129594,138,171.571,2342,2,3.571,45032.316,47.953,59.619,813.816,0.695,1.241,0.67,,,,,,,,
ALB,Europe,Albania,2021-04-19,54.63,2877800,129694,100,168,2347,5,3.714,45067.065,34.749,58.378,815.554,1.737,1.291,0.69,,,,,,,,
ALB,Europe,Albania,2021-04-20,54.63,2877800,129842,148,155.714,2353,6,3.857,45118.493,51.428,54.109,817.638,2.085,1.34,0.7,,,,,,,,
ALB,Europe,Albania,2021-04-21,54.63,2877800,129980,138,145.857,2358,5,3.857,45166.447,47.953,50.684,819.376,1.737,1.34,0.71,,,,,,,,
ALB,Europe,Albania,2021-04-22,54.63,2877800,130114,134,140.857,2364,6,4.143,45213.01,46.563,48.946,821.461,2.085,1.44,0.72,,,,,,,,
ALB,Europe,Albania,2021-04-23,54.63,2877800,130270,156,137.571,2367,3,4.286,45267.218,54.208,47.804,822.503,1.042,1.489,0.73,,,,,,,,
ALB,Europe,Albania,2021-04-24,54.63,2877800,130409,139,136.143,2372,5,4.571,45315.519,48.301,47.308,824.241,1.737,1.589,0.73,,,,,,,,
ALB,Europe,Albania,2021-04-25,54.63,2877800,130537,128,134.714,2378,6,5.143,45359.997,44.478,46.812,826.326,2.085,1.787,0.74,,,,,,,,
ALB,Europe,Albania,2021-04-26,54.63,2877800,130606,69,130.286,2379,1,4.571,45383.974,23.977,45.273,826.673,0.347,1.589,0.75,,,,,,,,
ALB,Europe,Albania,2021-04-27,54.63,2877800,130736,130,127.714,2383,4,4.286,45429.147,45.173,44.379,828.063,1.39,1.489,0.76,,,,,,,,
ALB,Europe,Albania,2021-04-28,,2877800,130859,123,125.571,2386,3,4,45471.888,42.741,43.635,829.106,1.042,1.39,0.77,,,,,,,,
ALB,Europe,Albania,2021-04-29,,2877800,130977,118,123.286,2389,3,3.571,45512.892,41.004,42.84,830.148,1.042,1.241,0.77,,,,,,,,
ALB,Europe,Albania,2021-04-30,,2877800,131085,108,116.429,2394,5,3.857,45550.42,37.529,40.457,831.885,1.737,1.34,,,,,,,,,
DZA,Africa,Algeria,2020-02-25,0,43851043,1,1,,,,,0.023,0.023,,,,,,,,,,,,,
DZA,Africa,Algeria,2020-02-26,0,43851043,1,0,,,,,0.023,0,,,,,,,,,,,,,
DZA,Africa,Algeria,2020-02-27,0,43851043,1,0,,,,,0.023,0,,,,,,,,,,,,,
DZA,Africa,Algeria,2020-02-28,0,43851043,1,0,,,,,0.023,0,,,,,,,,,,,,,
DZA,Africa,Algeria,2020-02-29,0,43851043,1,0,,,,,0.023,0,,,,,,,,,,,,,
DZA,Africa,Algeria,2020-03-01,0,43851043,1,0,0.143,,,0,0.023,0,0.003,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-02,0,43851043,3,2,0.429,,,0,0.068,0.046,0.01,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-03,0,43851043,5,2,0.571,,,0,0.114,0.046,0.013,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-04,0,43851043,12,7,1.571,,,0,0.274,0.16,0.036,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-05,5.56,43851043,12,0,1.571,,,0,0.274,0,0.036,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-06,5.56,43851043,17,5,2.286,,,0,0.388,0.114,0.052,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-07,5.56,43851043,17,0,2.286,,,0,0.388,0,0.052,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-08,5.56,43851043,19,2,2.571,,,0,0.433,0.046,0.059,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-09,5.56,43851043,20,1,2.429,,,0,0.456,0.023,0.055,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-10,16.67,43851043,20,0,2.143,,,0,0.456,0,0.049,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-11,16.67,43851043,20,0,1.143,,,0,0.456,0,0.026,,,0,,,,,,,,,
DZA,Africa,Algeria,2020-03-12,30.56,43851043,24,4,1.714,1,1,0.143,0.547,0.091,0.039,0.023,0.023,0.003,,,,,,,,,
DZA,Africa,Algeria,2020-03-13,30.56,43851043,26,2,1.286,2,1,0.286,0.593,0.046,0.029,0.046,0.023,0.007,,,,,,,,,
DZA,Africa,Algeria,2020-03-14,36.11,43851043,37,11,2.857,3,1,0.429,0.844,0.251,0.065,0.068,0.023,0.01,,,,,,,,,
DZA,Africa,Algeria,2020-03-15,36.11,43851043,48,11,4.143,4,1,0.571,1.095,0.251,0.094,0.091,0.023,0.013,,,,,,,,,
DZA,Africa,Algeria,2020-03-16,36.11,43851043,54,6,4.857,4,0,0.571,1.231,0.137,0.111,0.091,0,0.013,,,,,,,,,
DZA,Africa,Algeria,2020-03-17,38.89,43851043,60,6,5.714,4,0,0.571,1.368,0.137,0.13,0.091,0,0.013,,,,,,,,,
DZA,Africa,Algeria,2020-03-18,38.89,43851043,74,14,7.714,7,3,1,1.688,0.319,0.176,0.16,0.068,0.023,,,,,,,,,
DZA,Africa,Algeria,2020-03-19,38.89,43851043,87,13,9,9,2,1.143,1.984,0.296,0.205,0.205,0.046,0.026,,,,,,,,,
DZA,Africa,Algeria,2020-03-20,38.89,43851043,90,3,9.143,11,2,1.286,2.052,0.068,0.208,0.251,0.046,0.029,,,,,,,,,
DZA,Africa,Algeria,2020-03-21,38.89,43851043,139,49,14.571,15,4,1.714,3.17,1.117,0.332,0.342,0.091,0.039,,,,,,,,,
DZA,Africa,Algeria,2020-03-22,38.89,43851043,201,62,21.857,17,2,1.857,4.584,1.414,0.498,0.388,0.046,0.042,1.87,,,,,,,,
DZA,Africa,Algeria,2020-03-23,75,43851043,230,29,25.143,17,0,1.857,5.245,0.661,0.573,0.388,0,0.042,1.74,,,,,,,,
DZA,Africa,Algeria,2020-03-24,75,43851043,264,34,29.143,19,2,2.143,6.02,0.775,0.665,0.433,0.046,0.049,1.65,,,,,,,,
DZA,Africa,Algeria,2020-03-25,75,43851043,302,38,32.571,21,2,2,6.887,0.867,0.743,0.479,0.046,0.046,1.63,,,,,,,,
DZA,Africa,Algeria,2020-03-26,75,43851043,367,65,40,25,4,2.286,8.369,1.482,0.912,0.57,0.091,0.052,1.64,,,,,,,,
DZA,Africa,Algeria,2020-03-27,75,43851043,409,42,45.571,26,1,2.143,9.327,0.958,1.039,0.593,0.023,0.049,1.63,,,,,,,,
DZA,Africa,Algeria,2020-03-28,75,43851043,454,45,45,29,3,2,10.353,1.026,1.026,0.661,0.068,0.046,1.7,,,,,,,,
DZA,Africa,Algeria,2020-03-29,75,43851043,511,57,44.286,31,2,2,11.653,1.3,1.01,0.707,0.046,0.046,1.77,,,,,,,,
DZA,Africa,Algeria,2020-03-30,86.57,43851043,584,73,50.571,35,4,2.571,13.318,1.665,1.153,0.798,0.091,0.059,1.9,,,,,,,,
DZA,Africa,Algeria,2020-03-31,86.57,43851043,716,132,64.571,44,9,3.571,16.328,3.01,1.473,1.003,0.205,0.081,2,,,,,,,,
DZA,Africa,Algeria,2020-04-01,86.57,43851043,847,131,77.857,58,14,5.286,19.315,2.987,1.775,1.323,0.319,0.121,1.94,,,,,,,,
DZA,Africa,Algeria,2020-04-02,86.57,43851043,986,139,88.429,86,28,8.714,22.485,3.17,2.017,1.961,0.639,0.199,1.81,,,,,,,,
DZA,Africa,Algeria,2020-04-03,86.57,43851043,1171,185,108.857,105,19,11.286,26.704,4.219,2.482,2.394,0.433,0.257,1.67,,,,,,,,
DZA,Africa,Algeria,2020-04-04,86.57,43851043,1251,80,113.857,130,25,14.429,28.528,1.824,2.596,2.965,0.57,0.329,1.45,,,,,,,,
DZA,Africa,Algeria,2020-04-05,86.57,43851043,1320,69,115.571,152,22,17.286,30.102,1.574,2.636,3.466,0.502,0.394,1.27,,,,,,,,
DZA,Africa,Algeria,2020-04-06,86.57,43851043,1423,103,119.857,173,21,19.714,32.451,2.349,2.733,3.945,0.479,0.45,1.17,,,,,,,,
DZA,Africa,Algeria,2020-04-07,86.57,43851043,1468,45,107.429,193,20,21.286,33.477,1.026,2.45,4.401,0.456,0.485,1.06,,,,,,,,
DZA,Africa,Algeria,2020-04-08,86.57,43851043,1572,104,103.571,205,12,21,35.849,2.372,2.362,4.675,0.274,0.479,1.05,,,,,,,,
DZA,Africa,Algeria,2020-04-09,86.57,43851043,1666,94,97.143,235,30,21.286,37.992,2.144,2.215,5.359,0.684,0.485,1.02,,,,,,,,
DZA,Africa,Algeria,2020-04-10,86.57,43851043,1761,95,84.286,256,21,21.571,40.159,2.166,1.922,5.838,0.479,0.492,1,,,,,,,,
DZA,Africa,Algeria,2020-04-11,86.57,43851043,1825,64,82,275,19,20.714,41.618,1.459,1.87,6.271,0.433,0.472,1.02,,,,,,,,
DZA,Africa,Algeria,2020-04-12,86.57,43851043,1914,89,84.857,293,18,20.143,43.648,2.03,1.935,6.682,0.41,0.459,1.03,,,,,,,,
DZA,Africa,Algeria,2020-04-13,86.57,43851043,1983,69,80,313,20,20,45.221,1.574,1.824,7.138,0.456,0.456,1.04,,,,,,,,
DZA,Africa,Algeria,2020-04-14,92.13,43851043,2070,87,86,326,13,19,47.205,1.984,1.961,7.434,0.296,0.433,1.07,,,,,,,,
DZA,Africa,Algeria,2020-04-15,92.13,43851043,2160,90,84,336,10,18.714,49.258,2.052,1.916,7.662,0.228,0.427,1.1,,,,,,,,
DZA,Africa,Algeria,2020-04-16,92.13,43851043,2268,108,86,348,12,16.143,51.721,2.463,1.961,7.936,0.274,0.368,1.15,,,,,,,,
DZA,Africa,Algeria,2020-04-17,92.13,43851043,2418,150,93.857,364,16,15.429,55.141,3.421,2.14,8.301,0.365,0.352,1.19,,,,,,,,
DZA,Africa,Algeria,2020-04-18,92.13,43851043,2534,116,101.286,367,3,13.143,57.787,2.645,2.31,8.369,0.068,0.3,1.17,,,,,,,,
DZA,Africa,Algeria,2020-04-19,92.13,43851043,2629,95,102.143,375,8,11.714,59.953,2.166,2.329,8.552,0.182,0.267,1.12,,,,,,,,
DZA,Africa,Algeria,2020-04-20,92.13,43851043,2718,89,105,384,9,10.143,61.983,2.03,2.394,8.757,0.205,0.231,1.09,,,,,,,,
DZA,Africa,Algeria,2020-04-21,92.13,43851043,2811,93,105.857,392,8,9.429,64.103,2.121,2.414,8.939,0.182,0.215,1.07,,,,,,,,
DZA,Africa,Algeria,2020-04-22,92.13,43851043,2910,99,107.143,402,10,9.429,66.361,2.258,2.443,9.167,0.228,0.215,1.07,,,,,,,,
DZA,Africa,Algeria,2020-04-23,92.13,43851043,3007,97,105.571,407,5,8.429,68.573,2.212,2.408,9.281,0.114,0.192,1.1,,,,,,,,
DZA,Africa,Algeria,2020-04-24,76.85,43851043,3127,120,101.286,415,8,7.286,71.31,2.737,2.31,9.464,0.182,0.166,1.15,,,,,,,,
DZA,Africa,Algeria,2020-04-25,76.85,43851043,3256,129,103.143,419,4,7.429,74.251,2.942,2.352,9.555,0.091,0.169,1.2,,,,,,,,
DZA,Africa,Algeria,2020-04-26,76.85,43851043,3382,126,107.571,425,6,7.143,77.125,2.873,2.453,9.692,0.137,0.163,1.24,,,,,,,,
DZA,Africa,Algeria,2020-04-27,76.85,43851043,3517,135,114.143,432,7,6.857,80.203,3.079,2.603,9.852,0.16,0.156,1.26,,,,,,,,
DZA,Africa,Algeria,2020-04-28,76.85,43851043,3649,132,119.714,437,5,6.429,83.214,3.01,2.73,9.966,0.114,0.147,1.28,,,,,,,,
DZA,Africa,Algeria,2020-04-29,76.85,43851043,3848,199,134,444,7,6,87.752,4.538,3.056,10.125,0.16,0.137,1.29,,,,,,,,
DZA,Africa,Algeria,2020-04-30,76.85,43851043,4006,158,142.714,450,6,6.143,91.355,3.603,3.255,10.262,0.137,0.14,1.26,,,,,,,,
DZA,Africa,Algeria,2020-05-01,76.85,43851043,4154,148,146.714,453,3,5.429,94.73,3.375,3.346,10.33,0.068,0.124,1.22,,,,,,,,
DZA,Africa,Algeria,2020-05-02,76.85,43851043,4295,141,148.429,459,6,5.714,97.945,3.215,3.385,10.467,0.137,0.13,1.22,,,,,,,,
DZA,Africa,Algeria,2020-05-03,76.85,43851043,4474,179,156,463,4,5.429,102.027,4.082,3.557,10.558,0.091,0.124,1.23,,,,,,,,
DZA,Africa,Algeria,2020-05-04,76.85,43851043,4648,174,161.571,465,2,4.714,105.995,3.968,3.685,10.604,0.046,0.108,1.23,,,,,,,,
DZA,Africa,Algeria,2020-05-05,76.85,43851043,4838,190,169.857,470,5,4.714,110.328,4.333,3.874,10.718,0.114,0.108,1.21,,,,,,,,
DZA,Africa,Algeria,2020-05-06,76.85,43851043,4997,159,164.143,476,6,4.571,113.954,3.626,3.743,10.855,0.137,0.104,1.17,,,,,,,,
DZA,Africa,Algeria,2020-05-07,76.85,43851043,5182,185,168,483,7,4.714,118.173,4.219,3.831,11.015,0.16,0.108,1.16,,,,,,,,
DZA,Africa,Algeria,2020-05-08,76.85,43851043,5369,187,173.571,488,5,5,122.437,4.264,3.958,11.129,0.114,0.114,1.14,,,,,,,,
DZA,Africa,Algeria,2020-05-09,76.85,43851043,5558,189,180.429,494,6,5,126.747,4.31,4.115,11.265,0.137,0.114,1.13,,,,,,,,
DZA,Africa,Algeria,2020-05-10,76.85,43851043,5723,165,178.429,502,8,5.571,130.51,3.763,4.069,11.448,0.182,0.127,1.1,,,,,,,,
DZA,Africa,Algeria,2020-05-11,76.85,43851043,5891,168,177.571,507,5,6,134.341,3.831,4.049,11.562,0.114,0.137,1.09,,,,,,,,
DZA,Africa,Algeria,2020-05-12,87.96,43851043,6067,176,175.571,515,8,6.429,138.355,4.014,4.004,11.744,0.182,0.147,1.08,,,,,,,,
DZA,Africa,Algeria,2020-05-13,87.96,43851043,6253,186,179.429,522,7,6.571,142.596,4.242,4.092,11.904,0.16,0.15,1.08,,,,,,,,
DZA,Africa,Algeria,2020-05-14,76.85,43851043,6442,189,180,529,7,6.571,146.906,4.31,4.105,12.064,0.16,0.15,1.08,,,,,,,,
DZA,Africa,Algeria,2020-05-15,76.85,43851043,6629,187,180,536,7,6.857,151.171,4.264,4.105,12.223,0.16,0.156,1.07,,,,,,,,
DZA,Africa,Algeria,2020-05-16,76.85,43851043,6821,192,180.429,542,6,6.857,155.549,4.378,4.115,12.36,0.137,0.156,1.07,,,,,,,,
DZA,Africa,Algeria,2020-05-17,76.85,43851043,7019,198,185.143,548,6,6.571,160.065,4.515,4.222,12.497,0.137,0.15,1.06,,,,,,,,
DZA,Africa,Algeria,2020-05-18,76.85,43851043,7201,182,187.143,555,7,6.857,164.215,4.15,4.268,12.656,0.16,0.156,1.04,,,,,,,,
DZA,Africa,Algeria,2020-05-19,76.85,43851043,7377,176,187.143,561,6,6.571,168.229,4.014,4.268,12.793,0.137,0.15,1.02,,,,,,,,
DZA,Africa,Algeria,2020-05-20,76.85,43851043,7542,165,184.143,568,7,6.571,171.991,3.763,4.199,12.953,0.16,0.15,1.02,,,,,,,,
DZA,Africa,Algeria,2020-05-21,76.85,43851043,7728,186,183.714,575,7,6.571,176.233,4.242,4.19,13.113,0.16,0.15,1.02,,,,,,,,
DZA,Africa,Algeria,2020-05-22,76.85,43851043,7918,190,184.143,582,7,6.571,180.566,4.333,4.199,13.272,0.16,0.15,1.02,,,,,,,,
DZA,Africa,Algeria,2020-05-23,76.85,43851043,8113,195,184.571,592,10,7.143,185.013,4.447,4.209,13.5,0.228,0.163,1.02,,,,,,,,
DZA,Africa,Algeria,2020-05-24,76.85,43851043,8306,193,183.857,600,8,7.429,189.414,4.401,4.193,13.683,0.182,0.169,1.01,,,,,,,,
DZA,Africa,Algeria,2020-05-25,76.85,43851043,8503,197,186,609,9,7.714,193.906,4.492,4.242,13.888,0.205,0.176,0.99,,,,,,,,
DZA,Africa,Algeria,2020-05-26,76.85,43851043,8697,194,188.571,617,8,8,198.331,4.424,4.3,14.07,0.182,0.182,0.95,,,,,,,,
DZA,Africa,Algeria,2020-05-27,76.85,43851043,8857,160,187.857,623,6,7.857,201.979,3.649,4.284,14.207,0.137,0.179,0.9,,,,,,,,
DZA,Africa,Algeria,2020-05-28,76.85,43851043,8997,140,181.286,630,7,7.857,205.172,3.193,4.134,14.367,0.16,0.179,0.85,,,,,,,,
DZA,Africa,Algeria,2020-05-29,76.85,43851043,9134,137,173.714,638,8,8,208.296,3.124,3.961,14.549,0.182,0.182,0.82,,,,,,,,
DZA,Africa,Algeria,2020-05-30,76.85,43851043,9267,133,164.857,646,8,7.714,211.329,3.033,3.759,14.732,0.182,0.176,0.8,,,,,,,,
DZA,Africa,Algeria,2020-05-31,76.85,43851043,9394,127,155.429,653,7,7.571,214.225,2.896,3.544,14.891,0.16,0.173,0.78,,,,,,,,
DZA,Africa,Algeria,2020-06-01,76.85,43851043,9513,119,144.286,661,8,7.429,216.939,2.714,3.29,15.074,0.182,0.169,0.77,,,,,,,,
DZA,Africa,Algeria,2020-06-02,76.85,43851043,9626,113,132.714,667,6,7.143,219.516,2.577,3.026,15.211,0.137,0.163,0.76,,,,,,,,
DZA,Africa,Algeria,2020-06-03,76.85,43851043,9733,107,125.143,673,6,7.143,221.956,2.44,2.854,15.347,0.137,0.163,0.77,,,,,,,,
DZA,Africa,Algeria,2020-06-04,76.85,43851043,9831,98,119.143,681,8,7.286,224.191,2.235,2.717,15.53,0.182,0.166,0.77,,,,,,,,
DZA,Africa,Algeria,2020-06-05,76.85,43851043,9935,104,114.429,690,9,7.429,226.562,2.372,2.609,15.735,0.205,0.169,0.79,,,,,,,,
DZA,Africa,Algeria,2020-06-06,76.85,43851043,10050,115,111.857,698,8,7.429,229.185,2.623,2.551,15.918,0.182,0.169,0.82,,,,,,,,
DZA,Africa,Algeria,2020-06-07,76.85,43851043,10154,104,108.571,707,9,7.714,231.557,2.372,2.476,16.123,0.205,0.176,0.84,,,,,,,,
DZA,Africa,Algeria,2020-06-08,76.85,43851043,10265,111,107.429,715,8,7.714,234.088,2.531,2.45,16.305,0.182,0.176,0.86,,,,,,,,
DZA,Africa,Algeria,2020-06-09,76.85,43851043,10382,117,108,724,9,8.143,236.756,2.668,2.463,16.51,0.205,0.186,0.88,,,,,,,,
DZA,Africa,Algeria,2020-06-10,76.85,43851043,10484,102,107.286,732,8,8.429,239.082,2.326,2.447,16.693,0.182,0.192,0.89,,,,,,,,
DZA,Africa,Algeria,2020-06-11,76.85,43851043,10589,105,108.286,741,9,8.571,241.477,2.394,2.469,16.898,0.205,0.195,0.91,,,,,,,,
DZA,Africa,Algeria,2020-06-12,76.85,43851043,10698,109,109,751,10,8.714,243.962,2.486,2.486,17.126,0.228,0.199,0.93,,,,,,,,
DZA,Africa,Algeria,2020-06-13,76.85,43851043,10810,112,108.571,760,9,8.857,246.516,2.554,2.476,17.331,0.205,0.202,0.94,,,,,,,,
DZA,Africa,Algeria,2020-06-14,65.74,43851043,10919,109,109.286,767,7,8.571,249.002,2.486,2.492,17.491,0.16,0.195,0.96,,,,,,,,
DZA,Africa,Algeria,2020-06-15,65.74,43851043,11031,112,109.429,777,10,8.857,251.556,2.554,2.495,17.719,0.228,0.202,0.99,,,,,,,,
DZA,Africa,Algeria,2020-06-16,65.74,43851043,11147,116,109.286,788,11,9.143,254.201,2.645,2.492,17.97,0.251,0.208,1.02,,,,,,,,
DZA,Africa,Algeria,2020-06-17,65.74,43851043,11268,121,112,799,11,9.571,256.961,2.759,2.554,18.221,0.251,0.218,1.04,,,,,,,,
DZA,Africa,Algeria,2020-06-18,65.74,43851043,11385,117,113.714,811,12,10,259.629,2.668,2.593,18.494,0.274,0.228,1.07,,,,,,,,
DZA,Africa,Algeria,2020-06-19,65.74,43851043,11504,119,115.143,825,14,10.571,262.343,2.714,2.626,18.814,0.319,0.241,1.09,,,,,,,,
DZA,Africa,Algeria,2020-06-20,65.74,43851043,11631,127,117.286,837,12,11,265.239,2.896,2.675,19.087,0.274,0.251,1.14,,,,,,,,
DZA,Africa,Algeria,2020-06-21,65.74,43851043,11771,140,121.714,845,8,11.143,268.431,3.193,2.776,19.27,0.182,0.254,1.19,,,,,,,,
DZA,Africa,Algeria,2020-06-22,65.74,43851043,11920,149,127,852,7,10.714,271.829,3.398,2.896,19.429,0.16,0.244,1.25,,,,,,,,
DZA,Africa,Algeria,2020-06-23,65.74,43851043,12076,156,132.714,861,9,10.429,275.387,3.557,3.026,19.635,0.205,0.238,1.31,,,,,,,,
DZA,Africa,Algeria,2020-06-24,65.74,43851043,12248,172,140,869,8,10,279.309,3.922,3.193,19.817,0.182,0.228,1.38,,,,,,,,
DZA,Africa,Algeria,2020-06-25,65.74,43851043,12445,197,151.429,878,9,9.571,283.802,4.492,3.453,20.022,0.205,0.218,1.45,,,,,,,,
DZA,Africa,Algeria,2020-06-26,65.74,43851043,12685,240,168.714,885,7,8.571,289.275,5.473,3.847,20.182,0.16,0.195,1.53,,,,,,,,
DZA,Africa,Algeria,2020-06-27,65.74,43851043,12968,283,191,892,7,7.857,295.728,6.454,4.356,20.342,0.16,0.179,1.57,,,,,,,,
DZA,Africa,Algeria,2020-06-28,65.74,43851043,13273,305,214.571,897,5,7.429,302.684,6.955,4.893,20.456,0.114,0.169,1.59,,,,,,,,
DZA,Africa,Algeria,2020-06-29,65.74,43851043,13571,298,235.857,905,8,7.571,309.48,6.796,5.379,20.638,0.182,0.173,1.58,,,,,,,,
DZA,Africa,Algeria,2020-06-30,65.74,43851043,13907,336,261.571,912,7,7.286,317.142,7.662,5.965,20.798,0.16,0.166,1.57,,,,,,,,
DZA,Africa,Algeria,2020-07-01,65.74,43851043,14272,365,289.143,920,8,7.286,325.465,8.324,6.594,20.98,0.182,0.166,1.56,,,,,,,,
DZA,Africa,Algeria,2020-07-02,65.74,43851043,14657,385,316,928,8,7.143,334.245,8.78,7.206,21.163,0.182,0.163,1.54,,,,,,,,
DZA,Africa,Algeria,2020-07-03,65.74,43851043,15070,413,340.714,937,9,7.429,343.663,9.418,7.77,21.368,0.205,0.169,1.51,,,,,,,,
