iso_code,continent,location,date,stringency_index,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
AFG,Asia,Afghanistan,2020-08-15,60.19,38928341,37542,45,70.857,1371,1,8,964.387,1.156,1.82,35.219,0.026,0.206,0.86,,,,,,,,
AFG,Asia,Afghanistan,2020-08-16,60.19,38928341,37590,48,72.429,1376,5,7.857,965.62,1.233,1.861,35.347,0.128,0.202,0.85,,,,,,,,
AFG,Asia,Afghanistan,2020-08-17,60.19,38928341,37667,77,73.429,1378,2,7,967.598,1.978,1.886,35.398,0.051,0.18,0.84,,,,,,,,
AFG,Asia,Afghanistan,2020-08-18,48.15,38928341,37710,43,64.286,1382,4,5.143,968.703,1.105,1.651,35.501,0.103,0.132,0.84,,,,,,,,
AFG,Asia,Afghanistan,2020-08-19,48.15,38928341,37750,40,59.143,1384,2,4,969.731,1.028,1.519,35.553,0.051,0.103,0.83,,,,,,,,
AFG,Asia,Afghanistan,2020-08-20,48.15,38928341,37852,102,61.429,1386,2,3,972.351,2.62,1.578,35.604,0.051,0.077,0.84,,,,,,,,
AFG,Asia,Afghanistan,2020-08-21,48.15,38928341,37885,33,55.429,1386,0,2.286,973.198,0.848,1.424,35.604,0,0.059,0.82,,,,,,,,
AFG,Asia,Afghanistan,2020-08-22,48.15,38928341,37944,59,57.429,1386,0,2.143,974.714,1.516,1.475,35.604,0,0.055,0.81,,,,,,,,
AFG,Asia,Afghanistan,2020-08-23,48.15,38928341,37990,46,57.143,1388,2,1.714,975.896,1.182,1.468,35.655,0.051,0.044,0.79,,,,,,,,
AFG,Asia,Afghanistan,2020-08-24,48.15,38928341,38045,55,54,1390,2,1.714,977.309,1.413,1.387,35.707,0.051,0.044,0.77,,,,,,,,
AFG,Asia,Afghanistan,2020-08-25,48.15,38928341,38061,16,50.143,1398,8,2.286,977.72,0.411,1.288,35.912,0.206,0.059,0.76,,,,,,,,
AFG,Asia,Afghanistan,2020-08-26,21.3,38928341,38103,42,50.429,1402,4,2.571,978.798,1.079,1.295,36.015,0.103,0.066,0.76,,,,,,,,
AFG,Asia,Afghanistan,2020-08-27,21.3,38928341,38119,16,38.143,1402,0,2.286,979.209,0.411,0.98,36.015,0,0.059,0.75,,,,,,,,
AFG,Asia,Afghanistan,2020-08-28,21.3,38928341,38130,11,35,1403,1,2.429,979.492,0.283,0.899,36.041,0.026,0.062,0.76,,,,,,,,
AFG,Asia,Afghanistan,2020-08-29,21.3,38928341,38133,3,27,1403,0,2.429,979.569,0.077,0.694,36.041,0,0.062,0.77,,,,,,,,
AFG,Asia,Afghanistan,2020-08-30,21.3,38928341,38155,22,23.571,1403,0,2.143,980.134,0.565,0.606,36.041,0,0.055,0.8,,,,,,,,
AFG,Asia,Afghanistan,2020-08-31,21.3,38928341,38159,4,16.286,1403,0,1.857,980.237,0.103,0.418,36.041,0,0.048,0.83,,,,,,,,
AFG,Asia,Afghanistan,2020-09-01,21.3,38928341,38193,34,18.857,1407,4,1.286,981.11,0.873,0.484,36.143,0.103,0.033,0.89,,,,,,,,
AFG,Asia,Afghanistan,2020-09-02,21.3,38928341,38243,50,20,1410,3,1.143,982.395,1.284,0.514,36.22,0.077,0.029,0.94,,,,,,,,
AFG,Asia,Afghanistan,2020-09-03,21.3,38928341,38288,45,24.143,1410,0,1.143,983.551,1.156,0.62,36.22,0,0.029,0.97,,,,,,,,
AFG,Asia,Afghanistan,2020-09-04,21.3,38928341,38304,16,24.857,1410,0,1,983.962,0.411,0.639,36.22,0,0.026,1,,,,,,,,
AFG,Asia,Afghanistan,2020-09-05,21.3,38928341,38324,20,27.286,1410,0,1,984.476,0.514,0.701,36.22,0,0.026,1.03,,,,,,,,
AFG,Asia,Afghanistan,2020-09-06,21.3,38928341,38398,74,34.714,1413,3,1.429,986.376,1.901,0.892,36.297,0.077,0.037,1.06,,,,,,,,
AFG,Asia,Afghanistan,2020-09-07,21.3,38928341,38494,96,47.857,1416,3,1.857,988.843,2.466,1.229,36.375,0.077,0.048,1.07,,,,,,,,
AFG,Asia,Afghanistan,2020-09-08,21.3,38928341,38520,26,46.714,1419,3,1.714,989.51,0.668,1.2,36.452,0.077,0.044,1.05,,,,,,,,
AFG,Asia,Afghanistan,2020-09-09,21.3,38928341,38544,24,43,1421,2,1.571,990.127,0.617,1.105,36.503,0.051,0.04,1.04,,,,,,,,
AFG,Asia,Afghanistan,2020-09-10,21.3,38928341,38572,28,40.571,1421,0,1.571,990.846,0.719,1.042,36.503,0,0.04,1.04,,,,,,,,
AFG,Asia,Afghanistan,2020-09-11,21.3,38928341,38606,34,43.143,1421,0,1.571,991.72,0.873,1.108,36.503,0,0.04,1.05,,,,,,,,
AFG,Asia,Afghanistan,2020-09-12,21.3,38928341,38641,35,45.286,1421,0,1.571,992.619,0.899,1.163,36.503,0,0.04,1.05,,,,,,,,
AFG,Asia,Afghanistan,2020-09-13,21.3,38928341,38716,75,45.429,1421,0,1.143,994.545,1.927,1.167,36.503,0,0.029,1.05,,,,,,,,
AFG,Asia,Afghanistan,2020-09-14,21.3,38928341,38772,56,39.714,1427,6,1.571,995.984,1.439,1.02,36.657,0.154,0.04,1.04,,,,,,,,
AFG,Asia,Afghanistan,2020-09-15,21.3,38928341,38815,43,42.143,1428,1,1.286,997.088,1.105,1.083,36.683,0.026,0.033,1.03,,,,,,,,
AFG,Asia,Afghanistan,2020-09-16,21.3,38928341,38855,40,44.429,1438,10,2.429,998.116,1.028,1.141,36.94,0.257,0.062,1.02,,,,,,,,
AFG,Asia,Afghanistan,2020-09-17,21.3,38928341,38872,17,42.857,1438,0,2.429,998.553,0.437,1.101,36.94,0,0.062,1.01,,,,,,,,
AFG,Asia,Afghanistan,2020-09-18,21.3,38928341,38897,25,41.571,1439,1,2.571,999.195,0.642,1.068,36.965,0.026,0.066,1.01,,,,,,,,
AFG,Asia,Afghanistan,2020-09-19,21.3,38928341,38919,22,39.714,1439,0,2.571,999.76,0.565,1.02,36.965,0,0.066,1.02,,,,,,,,
AFG,Asia,Afghanistan,2020-09-20,21.3,38928341,39044,125,46.857,1443,4,3.143,1002.971,3.211,1.204,37.068,0.103,0.081,1.02,,,,,,,,
AFG,Asia,Afghanistan,2020-09-21,21.3,38928341,39074,30,43.143,1446,3,2.714,1003.742,0.771,1.108,37.145,0.077,0.07,0.99,,,,,,,,
AFG,Asia,Afghanistan,2020-09-22,28.7,38928341,39096,22,40.143,1447,1,2.714,1004.307,0.565,1.031,37.171,0.026,0.07,0.97,,,,,,,,
AFG,Asia,Afghanistan,2020-09-23,28.7,38928341,39145,49,41.429,1448,1,1.429,1005.566,1.259,1.064,37.197,0.026,0.037,0.95,,,,,,,,
AFG,Asia,Afghanistan,2020-09-24,28.7,38928341,39170,25,42.571,1453,5,2.143,1006.208,0.642,1.094,37.325,0.128,0.055,0.93,,,,,,,,
AFG,Asia,Afghanistan,2020-09-25,28.7,38928341,39186,16,41.286,1453,0,2,1006.619,0.411,1.061,37.325,0,0.051,0.92,,,,,,,,
AFG,Asia,Afghanistan,2020-09-26,28.7,38928341,39192,6,39,1455,2,2.286,1006.773,0.154,1.002,37.376,0.051,0.059,0.91,,,,,,,,
AFG,Asia,Afghanistan,2020-09-27,28.7,38928341,39227,35,26.143,1455,0,1.714,1007.672,0.899,0.672,37.376,0,0.044,0.91,,,,,,,,
AFG,Asia,Afghanistan,2020-09-28,28.7,38928341,39239,12,23.571,1458,3,1.714,1007.98,0.308,0.606,37.453,0.077,0.044,0.92,,,,,,,,
AFG,Asia,Afghanistan,2020-09-29,28.7,38928341,39254,15,22.571,1460,2,1.857,1008.366,0.385,0.58,37.505,0.051,0.048,0.95,,,,,,,,
AFG,Asia,Afghanistan,2020-09-30,28.7,38928341,39268,14,17.571,1460,0,1.714,1008.725,0.36,0.451,37.505,0,0.044,0.99,,,,,,,,
AFG,Asia,Afghanistan,2020-10-01,28.7,38928341,39285,17,16.429,1460,0,1,1009.162,0.437,0.422,37.505,0,0.026,1.04,,,,,,,,
AFG,Asia,Afghanistan,2020-10-02,28.7,38928341,39290,5,14.857,1460,0,1,1009.29,0.128,0.382,37.505,0,0.026,1.1,,,,,,,,
AFG,Asia,Afghanistan,2020-10-03,25,38928341,39297,7,15,1464,4,1.286,1009.47,0.18,0.385,37.608,0.103,0.033,1.17,,,,,,,,
AFG,Asia,Afghanistan,2020-10-04,25,38928341,39341,44,16.286,1464,0,1.286,1010.6,1.13,0.418,37.608,0,0.033,1.25,,,,,,,,
AFG,Asia,Afghanistan,2020-10-05,25,38928341,39422,81,26.143,1468,4,1.429,1012.681,2.081,0.672,37.71,0.103,0.037,1.32,,,,,,,,
AFG,Asia,Afghanistan,2020-10-06,16.67,38928341,39486,64,33.143,1469,1,1.286,1014.325,1.644,0.851,37.736,0.026,0.033,1.34,,,,,,,,
AFG,Asia,Afghanistan,2020-10-07,16.67,38928341,39548,62,40,1471,2,1.571,1015.918,1.593,1.028,37.787,0.051,0.04,1.35,,,,,,,,
AFG,Asia,Afghanistan,2020-10-08,16.67,38928341,39616,68,47.286,1472,1,1.714,1017.665,1.747,1.215,37.813,0.026,0.044,1.35,,,,,,,,
AFG,Asia,Afghanistan,2020-10-09,16.67,38928341,39693,77,57.571,1474,2,2,1019.643,1.978,1.479,37.864,0.051,0.051,1.34,,,,,,,,
AFG,Asia,Afghanistan,2020-10-10,16.67,38928341,39703,10,58,1475,1,1.571,1019.9,0.257,1.49,37.89,0.026,0.04,1.32,,,,,,,,
AFG,Asia,Afghanistan,2020-10-11,16.67,38928341,39799,96,65.429,1479,4,2.143,1022.366,2.466,1.681,37.993,0.103,0.055,1.31,,,,,,,,
AFG,Asia,Afghanistan,2020-10-12,16.67,38928341,39870,71,64,1481,2,1.857,1024.19,1.824,1.644,38.044,0.051,0.048,1.29,,,,,,,,
AFG,Asia,Afghanistan,2020-10-13,16.67,38928341,39928,58,63.143,1482,1,1.857,1025.679,1.49,1.622,38.07,0.026,0.048,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-10-14,16.67,38928341,39994,66,63.714,1483,1,1.714,1027.375,1.695,1.637,38.096,0.026,0.044,1.26,,,,,,,,
AFG,Asia,Afghanistan,2020-10-15,16.67,38928341,40026,32,58.571,1483,0,1.571,1028.197,0.822,1.505,38.096,0,0.04,1.25,,,,,,,,
AFG,Asia,Afghanistan,2020-10-16,16.67,38928341,40088,62,56.429,1487,4,1.857,1029.79,1.593,1.45,38.198,0.103,0.048,1.26,,,,,,,,
AFG,Asia,Afghanistan,2020-10-17,16.67,38928341,40141,53,62.571,1490,3,2.143,1031.151,1.361,1.607,38.275,0.077,0.055,1.26,,,,,,,,
AFG,Asia,Afghanistan,2020-10-18,16.67,38928341,40200,59,57.286,1494,4,2.143,1032.667,1.516,1.472,38.378,0.103,0.055,1.26,,,,,,,,
AFG,Asia,Afghanistan,2020-10-19,16.67,38928341,40287,87,59.571,1499,5,2.571,1034.902,2.235,1.53,38.507,0.128,0.066,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-10-20,16.67,38928341,40369,82,63,1501,2,2.714,1037.008,2.106,1.618,38.558,0.051,0.07,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-10-21,16.67,38928341,40510,141,73.714,1503,2,2.857,1040.63,3.622,1.894,38.609,0.051,0.073,1.28,,,,,,,,
AFG,Asia,Afghanistan,2020-10-22,16.67,38928341,40626,116,85.714,1507,4,3.429,1043.61,2.98,2.202,38.712,0.103,0.088,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-10-23,16.67,38928341,40687,61,85.571,1509,2,3.143,1045.177,1.567,2.198,38.764,0.051,0.081,1.25,,,,,,,,
AFG,Asia,Afghanistan,2020-10-24,16.67,38928341,40768,81,89.571,1513,4,3.286,1047.258,2.081,2.301,38.866,0.103,0.084,1.23,,,,,,,,
AFG,Asia,Afghanistan,2020-10-25,16.67,38928341,40833,65,90.429,1516,3,3.143,1048.927,1.67,2.323,38.943,0.077,0.081,1.21,,,,,,,,
AFG,Asia,Afghanistan,2020-10-26,16.67,38928341,40937,104,92.857,1520,4,3,1051.599,2.672,2.385,39.046,0.103,0.077,1.2,,,,,,,,
AFG,Asia,Afghanistan,2020-10-27,9.26,38928341,41032,95,94.714,1525,5,3.429,1054.039,2.44,2.433,39.175,0.128,0.088,1.2,,,,,,,,
AFG,Asia,Afghanistan,2020-10-28,9.26,38928341,41145,113,90.714,1531,6,4,1056.942,2.903,2.33,39.329,0.154,0.103,1.19,,,,,,,,
AFG,Asia,Afghanistan,2020-10-29,9.26,38928341,41268,123,91.714,1534,3,3.857,1060.102,3.16,2.356,39.406,0.077,0.099,1.19,,,,,,,,
AFG,Asia,Afghanistan,2020-10-30,9.26,38928341,41334,66,92.429,1535,1,3.714,1061.797,1.695,2.374,39.431,0.026,0.095,1.18,,,,,,,,
AFG,Asia,Afghanistan,2020-10-31,9.26,38928341,41425,91,93.857,1538,3,3.571,1064.135,2.338,2.411,39.508,0.077,0.092,1.17,,,,,,,,
AFG,Asia,Afghanistan,2020-11-01,9.26,38928341,41501,76,95.429,1538,0,3.143,1066.087,1.952,2.451,39.508,0,0.081,1.16,,,,,,,,
AFG,Asia,Afghanistan,2020-11-02,9.26,38928341,41633,132,99.429,1544,6,3.429,1069.478,3.391,2.554,39.663,0.154,0.088,1.16,,,,,,,,
AFG,Asia,Afghanistan,2020-11-03,9.26,38928341,41728,95,99.429,1547,3,3.143,1071.918,2.44,2.554,39.74,0.077,0.081,1.16,,,,,,,,
AFG,Asia,Afghanistan,2020-11-04,9.26,38928341,41814,86,95.571,1551,4,2.857,1074.127,2.209,2.455,39.842,0.103,0.073,1.16,,,,,,,,
AFG,Asia,Afghanistan,2020-11-05,9.26,38928341,41935,121,95.286,1557,6,3.286,1077.236,3.108,2.448,39.997,0.154,0.084,1.17,,,,,,,,
AFG,Asia,Afghanistan,2020-11-06,9.26,38928341,41975,40,91.571,1557,0,3.143,1078.263,1.028,2.352,39.997,0,0.081,1.17,,,,,,,,
AFG,Asia,Afghanistan,2020-11-07,9.26,38928341,42033,58,86.857,1559,2,3,1079.753,1.49,2.231,40.048,0.051,0.077,1.19,,,,,,,,
AFG,Asia,Afghanistan,2020-11-08,9.26,38928341,42159,126,94,1565,6,3.857,1082.99,3.237,2.415,40.202,0.154,0.099,1.21,,,,,,,,
AFG,Asia,Afghanistan,2020-11-09,12.04,38928341,42297,138,94.857,1577,12,4.714,1086.535,3.545,2.437,40.51,0.308,0.121,1.23,,,,,,,,
AFG,Asia,Afghanistan,2020-11-10,12.04,38928341,42463,166,105,1580,3,4.714,1090.799,4.264,2.697,40.587,0.077,0.121,1.25,,,,,,,,
AFG,Asia,Afghanistan,2020-11-11,12.04,38928341,42609,146,113.571,1584,4,4.714,1094.55,3.75,2.917,40.69,0.103,0.121,1.26,,,,,,,,
AFG,Asia,Afghanistan,2020-11-12,12.04,38928341,42795,186,122.857,1594,10,5.286,1099.328,4.778,3.156,40.947,0.257,0.136,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-11-13,12.04,38928341,42969,174,142,1598,4,5.857,1103.797,4.47,3.648,41.05,0.103,0.15,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-11-14,12.04,38928341,43035,66,143.143,1608,10,7,1105.493,1.695,3.677,41.307,0.257,0.18,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-11-15,12.04,38928341,43240,205,154.429,1620,12,7.857,1110.759,5.266,3.967,41.615,0.308,0.202,1.27,,,,,,,,
AFG,Asia,Afghanistan,2020-11-16,12.04,38928341,43468,228,167.286,1635,15,8.286,1116.616,5.857,4.297,42,0.385,0.213,1.26,,,,,,,,
AFG,Asia,Afghanistan,2020-11-17,12.04,38928341,43681,213,174,1641,6,8.714,1122.087,5.472,4.47,42.154,0.154,0.224,1.25,,,,,,,,
AFG,Asia,Afghanistan,2020-11-18,12.04,38928341,43924,243,187.857,1648,7,9.143,1128.33,6.242,4.826,42.334,0.18,0.235,1.24,,,,,,,,
AFG,Asia,Afghanistan,2020-11-19,12.04,38928341,44177,253,197.429,1653,5,8.429,1134.829,6.499,5.072,42.463,0.128,0.217,1.23,,,,,,,,
AFG,Asia,Afghanistan,2020-11-20,12.04,38928341,44363,186,199.143,1666,13,9.714,1139.607,4.778,5.116,42.797,0.334,0.25,1.2,,,,,,,,
AFG,Asia,Afghanistan,2020-11-21,12.04,38928341,44503,140,209.714,1678,12,10,1143.203,3.596,5.387,43.105,0.308,0.257,1.18,,,,,,,,
AFG,Asia,Afghanistan,2020-11-22,12.04,38928341,44706,203,209.429,1690,12,10,1148.418,5.215,5.38,43.413,0.308,0.257,1.16,,,,,,,,
AFG,Asia,Afghanistan,2020-11-23,12.04,38928341,44988,282,217.143,1702,12,9.571,1155.662,7.244,5.578,43.721,0.308,0.246,1.14,,,,,,,,
AFG,Asia,Afghanistan,2020-11-24,12.04,38928341,45174,186,213.286,1715,13,10.571,1160.44,4.778,5.479,44.055,0.334,0.272,1.11,,,,,,,,
AFG,Asia,Afghanistan,2020-11-25,12.04,38928341,45384,210,208.571,1728,13,11.429,1165.834,5.395,5.358,44.389,0.334,0.294,1.1,,,,,,,,
AFG,Asia,Afghanistan,2020-11-26,12.04,38928341,45600,216,203.286,1737,9,12,1171.383,5.549,5.222,44.62,0.231,0.308,1.08,,,,,,,,
AFG,Asia,Afghanistan,2020-11-27,12.04,38928341,45723,123,194.286,1740,3,10.571,1174.543,3.16,4.991,44.698,0.077,0.272,1.07,,,,,,,,
AFG,Asia,Afghanistan,2020-11-28,12.04,38928341,45844,121,191.571,1752,12,10.571,1177.651,3.108,4.921,45.006,0.308,0.272,1.05,,,,,,,,
AFG,Asia,Afghanistan,2020-11-29,12.04,38928341,46116,272,201.429,1774,22,12,1184.638,6.987,5.174,45.571,0.565,0.308,1.04,,,,,,,,
AFG,Asia,Afghanistan,2020-11-30,12.04,38928341,46274,158,183.714,1795,21,13.286,1188.697,4.059,4.719,46.11,0.539,0.341,1.03,,,,,,,,
AFG,Asia,Afghanistan,2020-12-01,12.04,38928341,46516,242,191.714,1822,27,15.286,1194.913,6.217,4.925,46.804,0.694,0.393,1.02,,,,,,,,
AFG,Asia,Afghanistan,2020-12-02,12.04,38928341,46718,202,190.571,1841,19,16.143,1200.103,5.189,4.895,47.292,0.488,0.415,1.01,,,,,,,,
AFG,Asia,Afghanistan,2020-12-03,12.04,38928341,46837,119,176.714,1846,5,15.571,1203.159,3.057,4.539,47.42,0.128,0.4,1,,,,,,,,
AFG,Asia,Afghanistan,2020-12-04,12.04,38928341,46837,0,159.143,1846,0,15.143,1203.159,0,4.088,47.42,0,0.389,1,,,,,,,,
AFG,Asia,Afghanistan,2020-12-05,12.04,38928341,47072,235,175.429,1864,18,16,1209.196,6.037,4.506,47.883,0.462,0.411,1.01,,,,,,,,
AFG,Asia,Afghanistan,2020-12-06,12.04,38928341,47306,234,170,1874,10,14.286,1215.207,6.011,4.367,48.14,0.257,0.367,1.01,,,,,,,,
AFG,Asia,Afghanistan,2020-12-07,12.04,38928341,47516,210,177.429,1900,26,15,1220.602,5.395,4.558,48.808,0.668,0.385,1,,,,,,,,
AFG,Asia,Afghanistan,2020-12-08,12.04,38928341,47716,200,171.429,1906,6,12,1225.739,5.138,4.404,48.962,0.154,0.308,1,,,,,,,,
AFG,Asia,Afghanistan,2020-12-09,12.04,38928341,47851,135,161.857,1919,13,11.143,1229.207,3.468,4.158,49.296,0.334,0.286,0.99,,,,,,,,
AFG,Asia,Afghanistan,2020-12-10,12.04,38928341,48053,202,173.714,1935,16,12.714,1234.396,5.189,4.462,49.707,0.411,0.327,0.99,,,,,,,,
AFG,Asia,Afghanistan,2020-12-11,12.04,38928341,48116,63,182.714,1945,10,14.143,1236.015,1.618,4.694,49.964,0.257,0.363,0.99,,,,,,,,
AFG,Asia,Afghanistan,2020-12-12,12.04,38928341,48229,113,165.286,1956,11,13.143,1238.917,2.903,4.246,50.246,0.283,0.338,1,,,,,,,,
AFG,Asia,Afghanistan,2020-12-13,12.04,38928341,48527,298,174.429,1965,9,13,1246.573,7.655,4.481,50.477,0.231,0.334,1.01,,,,,,,,
AFG,Asia,Afghanistan,2020-12-14,12.04,38928341,48718,191,171.714,1969,4,9.857,1251.479,4.906,4.411,50.58,0.103,0.253,1,,,,,,,,
AFG,Asia,Afghanistan,2020-12-15,12.04,38928341,48952,234,176.571,1995,26,12.714,1257.49,6.011,4.536,51.248,0.668,0.327,1,,,,,,,,
AFG,Asia,Afghanistan,2020-12-16,12.04,38928341,49161,209,187.143,2011,16,13.143,1262.859,5.369,4.807,51.659,0.411,0.338,0.98,,,,,,,,
AFG,Asia,Afghanistan,2020-12-17,12.04,38928341,49378,217,189.286,2025,14,12.857,1268.433,5.574,4.862,52.019,0.36,0.33,0.97,,,,,,,,
AFG,Asia,Afghanistan,2020-12-18,12.04,38928341,49621,243,215,2030,5,12.143,1274.675,6.242,5.523,52.147,0.128,0.312,0.96,,,,,,,,
AFG,Asia,Afghanistan,2020-12-19,12.04,38928341,49681,60,207.429,2047,17,13,1276.217,1.541,5.328,52.584,0.437,0.334,0.93,,,,,,,,
AFG,Asia,Afghanistan,2020-12-20,12.04,38928341,49817,136,184.286,2067,20,14.571,1279.71,3.494,4.734,53.098,0.514,0.374,0.91,,,,,,,,
AFG,Asia,Afghanistan,2020-12-21,12.04,38928341,50013,196,185,2082,15,16.143,1284.745,5.035,4.752,53.483,0.385,0.415,0.9,,,,,,,,
AFG,Asia,Afghanistan,2020-12-22,12.04,38928341,50190,177,176.857,2096,14,14.429,1289.292,4.547,4.543,53.843,0.36,0.371,0.89,,,,,,,,
AFG,Asia,Afghanistan,2020-12-23,12.04,38928341,50433,243,181.714,2117,21,15.143,1295.534,6.242,4.668,54.382,0.539,0.389,0.87,,,,,,,,
AFG,Asia,Afghanistan,2020-12-24,12.04,38928341,50655,222,182.429,2126,9,14.429,1301.237,5.703,4.686,54.613,0.231,0.371,0.85,,,,,,,,
AFG,Asia,Afghanistan,2020-12-25,12.04,38928341,50810,155,169.857,2139,13,15.571,1305.219,3.982,4.363,54.947,0.334,0.4,0.82,,,,,,,,
AFG,Asia,Afghanistan,2020-12-26,12.04,38928341,50886,76,172.143,2149,10,14.571,1307.171,1.952,4.422,55.204,0.257,0.374,0.78,,,,,,,,
AFG,Asia,Afghanistan,2020-12-27,12.04,38928341,51039,153,174.571,2160,11,13.286,1311.101,3.93,4.484,55.487,0.283,0.341,0.75,,,,,,,,
AFG,Asia,Afghanistan,2020-12-28,12.04,38928341,51280,241,181,2174,14,13.143,1317.292,6.191,4.65,55.846,0.36,0.338,0.72,,,,,,,,
AFG,Asia,Afghanistan,2020-12-29,12.04,38928341,51350,70,165.714,2179,5,11.857,1319.09,1.798,4.257,55.975,0.128,0.305,0.67,,,,,,,,
AFG,Asia,Afghanistan,2020-12-30,12.04,38928341,51405,55,138.857,2181,2,9.143,1320.503,1.413,3.567,56.026,0.051,0.235,0.63,,,,,,,,
AFG,Asia,Afghanistan,2020-12-31,12.04,38928341,51526,121,124.429,2191,10,9.286,1323.612,3.108,3.196,56.283,0.257,0.239,0.6,,,,,,,,
AFG,Asia,Afghanistan,2021-01-01,12.04,38928341,51526,0,102.286,2191,0,7.429,1323.612,0,2.628,56.283,0,0.191,0.56,,,,,,,,
AFG,Asia,Afghanistan,2021-01-02,12.04,38928341,51526,0,91.429,2191,0,6,1323.612,0,2.349,56.283,0,0.154,0.54,,,,,,,,
AFG,Asia,Afghanistan,2021-01-03,12.04,38928341,51526,0,69.571,2191,0,4.429,1323.612,0,1.787,56.283,0,0.114,0.52,,,,,,,,
AFG,Asia,Afghanistan,2021-01-04,12.04,38928341,53011,1485,247.286,2237,46,9,1361.759,38.147,6.352,57.465,1.182,0.231,0.52,,,,,,,,
AFG,Asia,Afghanistan,2021-01-05,12.04,38928341,53105,94,250.714,2244,7,9.286,1364.173,2.415,6.44,57.644,0.18,0.239,0.51,,,,,,,,
AFG,Asia,Afghanistan,2021-01-06,12.04,38928341,53105,0,242.857,2244,0,9,1364.173,0,6.239,57.644,0,0.231,0.51,,,,,,,,
AFG,Asia,Afghanistan,2021-01-07,12.04,38928341,53207,102,240.143,2253,9,8.857,1366.793,2.62,6.169,57.876,0.231,0.228,0.52,,,,,,,,
AFG,Asia,Afghanistan,2021-01-08,12.04,38928341,53332,125,258,2257,4,9.429,1370.004,3.211,6.628,57.978,0.103,0.242,0.53,,,,,,,,
AFG,Asia,Afghanistan,2021-01-09,12.04,38928341,53400,68,267.714,2264,7,10.429,1371.751,1.747,6.877,58.158,0.18,0.268,0.54,,,,,,,,
AFG,Asia,Afghanistan,2021-01-10,12.04,38928341,53489,89,280.429,2277,13,12.286,1374.037,2.286,7.204,58.492,0.334,0.316,0.55,,,,,,,,
AFG,Asia,Afghanistan,2021-01-11,12.04,38928341,53538,49,75.286,2288,11,7.286,1375.296,1.259,1.934,58.775,0.283,0.187,0.56,,,,,,,,
AFG,Asia,Afghanistan,2021-01-12,12.04,38928341,53584,46,68.429,2301,13,8.143,1376.478,1.182,1.758,59.109,0.334,0.209,0.58,,,,,,,,
AFG,Asia,Afghanistan,2021-01-13,12.04,38928341,53584,0,68.429,2301,0,8.143,1376.478,0,1.758,59.109,0,0.209,0.6,,,,,,,,
AFG,Asia,Afghanistan,2021-01-14,12.04,38928341,53775,191,81.143,2314,13,8.714,1381.384,4.906,2.084,59.443,0.334,0.224,0.64,,,,,,,,
AFG,Asia,Afghanistan,2021-01-15,12.04,38928341,53831,56,71.286,2324,10,9.571,1382.823,1.439,1.831,59.699,0.257,0.246,0.66,,,,,,,,
AFG,Asia,Afghanistan,2021-01-16,12.04,38928341,53938,107,76.857,2336,12,10.286,1385.572,2.749,1.974,60.008,0.308,0.264,0.68,,,,,,,,
AFG,Asia,Afghanistan,2021-01-17,12.04,38928341,53984,46,70.714,2339,3,8.857,1386.753,1.182,1.817,60.085,0.077,0.228,0.69,,,,,,,,
AFG,Asia,Afghanistan,2021-01-18,12.04,38928341,54062,78,74.857,2343,4,7.857,1388.757,2.004,1.923,60.188,0.103,0.202,0.71,,,,,,,,
AFG,Asia,Afghanistan,2021-01-19,12.04,38928341,54141,79,79.571,2346,3,6.429,1390.786,2.029,2.044,60.265,0.077,0.165,0.73,,,,,,,,
AFG,Asia,Afghanistan,2021-01-20,12.04,38928341,54278,137,99.143,2354,8,7.571,1394.306,3.519,2.547,60.47,0.206,0.194,0.75,,,,,,,,
AFG,Asia,Afghanistan,2021-01-21,12.04,38928341,54403,125,89.714,2363,9,7,1397.517,3.211,2.305,60.701,0.231,0.18,0.75,,,,,,,,
AFG,Asia,Afghanistan,2021-01-22,12.04,38928341,54483,80,93.143,2370,7,6.571,1399.572,2.055,2.393,60.881,0.18,0.169,0.75,,,,,,,,
AFG,Asia,Afghanistan,2021-01-23,12.04,38928341,54559,76,88.714,2373,3,5.286,1401.524,1.952,2.279,60.958,0.077,0.136,0.74,,,,,,,,
AFG,Asia,Afghanistan,2021-01-24,12.04,38928341,54595,36,87.286,2378,5,5.571,1402.449,0.925,2.242,61.087,0.128,0.143,0.74,,,,,,,,
AFG,Asia,Afghanistan,2021-01-25,12.04,38928341,54672,77,87.143,2385,7,6,1404.427,1.978,2.239,61.266,0.18,0.154,0.74,,,,,,,,
