location,date,total_cases,new_cases,total_deaths,population
Albania,2020-12-29,57146,574,1170,2877800
Albania,2020-12-30,57727,581,1174,2877800
Albania,2020-12-31,58316,589,1181,2877800
Albania,2021-01-01,58316,0,1181,2877800
Albania,2021-01-02,58991,675,1190,2877800
Albania,2021-01-03,59438,447,1193,2877800
Albania,2021-01-04,59623,185,1199,2877800
Albania,2021-01-05,60283,660,1210,2877800
Albania,2021-01-06,61008,725,1217,2877800
Albania,2021-01-07,61705,697,1223,2877800
Albania,2021-01-08,62378,673,1230,2877800
Albania,2021-01-09,63033,655,1233,2877800
Albania,2021-01-10,63595,562,1241,2877800
Albania,2021-01-11,63971,376,1247,2877800
Albania,2021-01-12,64627,656,1252,2877800
Albania,2021-01-13,65334,707,1256,2877800
Albania,2021-01-14,65994,660,1261,2877800
Albania,2021-01-15,66635,641,1265,2877800
Albania,2021-01-16,67216,581,1270,2877800
Albania,2021-01-17,67690,474,1277,2877800
Albania,2021-01-18,67982,292,1281,2877800
Albania,2021-01-19,68568,586,1287,2877800
Albania,2021-01-20,69238,670,1291,2877800
Albania,2021-01-21,69916,678,1296,2877800
Albania,2021-01-22,70655,739,1303,2877800
Albania,2021-01-23,71441,786,1310,2877800
Albania,2021-01-24,72274,833,1315,2877800
Albania,2021-01-25,72812,538,1324,2877800
Albania,2021-01-26,73691,879,1332,2877800
Albania,2021-01-27,74567,876,1339,2877800
Albania,2021-01-28,75454,887,1350,2877800
Albania,2021-01-29,76350,896,1358,2877800
Albania,2021-01-30,77251,901,1369,2877800
Albania,2021-01-31,78127,876,1380,2877800
Albania,2021-02-01,78992,865,1393,2877800
Albania,2021-02-02,79934,942,1398,2877800
Albania,2021-02-03,80941,1007,1404,2877800
Albania,2021-02-04,81993,1052,1418,2877800
Albania,2021-02-05,83082,1089,1433,2877800
Albania,2021-02-06,84212,1130,1446,2877800
Albania,2021-02-07,85336,1124,1460,2877800
Albania,2021-02-08,86289,953,1472,2877800
Albania,2021-02-09,87528,1239,1488,2877800
Albania,2021-02-10,88671,1143,1503,2877800
Albania,2021-02-11,89776,1105,1517,2877800
Albania,2021-02-12,90835,1059,1531,2877800
Albania,2021-02-13,91987,1152,1543,2877800
Albania,2021-02-14,93075,1088,1555,2877800
Albania,2021-02-15,93850,775,1567,2877800
Albania,2021-02-16,94651,801,1582,2877800
Albania,2021-02-17,95726,1075,1600,2877800
Albania,2021-02-18,96838,1112,1617,2877800
Albania,2021-02-19,97909,1071,1636,2877800
Albania,2021-02-20,99062,1153,1653,2877800
Albania,2021-02-21,100246,1184,1666,2877800
Albania,2021-02-22,101285,1039,1681,2877800
Albania,2021-02-23,102306,1021,1696,2877800
Albania,2021-02-24,103327,1021,1715,2877800
Albania,2021-02-25,104313,986,1736,2877800
Albania,2021-02-26,105229,916,1756,2877800
Albania,2021-02-27,106215,986,1775,2877800
Albania,2021-02-28,107167,952,1796,2877800
Albania,2021-03-01,107931,764,1816,2877800
Albania,2021-03-02,108823,892,1835,2877800
Albania,2021-03-03,109674,851,1856,2877800
Albania,2021-03-04,110521,847,1876,2877800
Albania,2021-03-05,111301,780,1897,2877800
Albania,2021-03-06,112078,777,1918,2877800
Albania,2021-03-07,112897,819,1939,2877800
Albania,2021-03-08,113580,683,1956,2877800
Albania,2021-03-09,114209,629,1969,2877800
Albania,2021-03-10,114840,631,1986,2877800
Albania,2021-03-11,115442,602,2002,2877800
Albania,2021-03-12,116123,681,2018,2877800
Albania,2021-03-13,116821,698,2030,2877800
Albania,2021-03-14,117474,653,2045,2877800
Albania,2021-03-15,118017,543,2060,2877800
Albania,2021-03-16,118492,475,2077,2877800
Albania,2021-03-17,118938,446,2092,2877800
Albania,2021-03-18,119528,590,2106,2877800
Albania,2021-03-19,120022,494,2122,2877800
Albania,2021-03-20,120541,519,2133,2877800
Albania,2021-03-21,121200,659,2137,2877800
Albania,2021-03-22,121544,344,2145,2877800
Albania,2021-03-23,121847,303,2156,2877800
Albania,2021-03-24,122295,448,2171,2877800
Albania,2021-03-25,122767,472,2184,2877800
Albania,2021-03-26,123216,449,2192,2877800
Albania,2021-03-27,123641,425,2204,2877800
Albania,2021-03-28,124134,493,2210,2877800
Albania,2021-03-29,124419,285,2216,2877800
Albania,2021-03-30,124723,304,2227,2877800
Albania,2021-03-31,125157,434,2235,2877800
Albania,2021-04-01,125506,349,2241,2877800
Albania,2021-04-02,125842,336,2247,2877800
Albania,2021-04-03,126183,341,2256,2877800
Albania,2021-04-04,126531,348,2265,2877800
Albania,2021-04-05,126795,264,2274,2877800
Albania,2021-04-06,126936,141,2283,2877800
Albania,2021-04-07,127192,256,2291,2877800
Albania,2021-04-08,127509,317,2297,2877800
Albania,2021-04-09,127795,286,2304,2877800
Albania,2021-04-10,128155,360,2310,2877800
Albania,2021-04-11,128393,238,2317,2877800
Albania,2021-04-12,128518,125,2321,2877800
Albania,2021-04-13,128752,234,2326,2877800
Albania,2021-04-14,128959,207,2331,2877800
Albania,2021-04-15,129128,169,2335,2877800
Albania,2021-04-16,129307,179,2337,2877800
Albania,2021-04-17,129456,149,2340,2877800
Albania,2021-04-18,129594,138,2342,2877800
Albania,2021-04-19,129694,100,2347,2877800
Albania,2021-04-20,129842,148,2353,2877800
Albania,2021-04-21,129980,138,2358,2877800
Albania,2021-04-22,130114,134,2364,2877800
Albania,2021-04-23,130270,156,2367,2877800
Albania,2021-04-24,130409,139,2372,2877800
Albania,2021-04-25,130537,128,2378,2877800
Albania,2021-04-26,130606,69,2379,2877800
Albania,2021-04-27,130736,130,2383,2877800
Albania,2021-04-28,130859,123,2386,2877800
Albania,2021-04-29,130977,118,2389,2877800
Albania,2021-04-30,131085,108,2394,2877800
Algeria,2020-02-25,1,1,,43851043
Algeria,2020-02-26,1,0,,43851043
Algeria,2020-02-27,1,0,,43851043
Algeria,2020-02-28,1,0,,43851043
Algeria,2020-02-29,1,0,,43851043
Algeria,2020-03-01,1,0,,43851043
Algeria,2020-03-02,3,2,,43851043
Algeria,2020-03-03,5,2,,43851043
Algeria,2020-03-04,12,7,,43851043
Algeria,2020-03-05,12,0,,43851043
Algeria,2020-03-06,17,5,,43851043
Algeria,2020-03-07,17,0,,43851043
Algeria,2020-03-08,19,2,,43851043
Algeria,2020-03-09,20,1,,43851043
Algeria,2020-03-10,20,0,,43851043
Algeria,2020-03-11,20,0,,43851043
Algeria,2020-03-12,24,4,1,43851043
Algeria,2020-03-13,26,2,2,43851043
Algeria,2020-03-14,37,11,3,43851043
Algeria,2020-03-15,48,11,4,43851043
Algeria,2020-03-16,54,6,4,43851043
Algeria,2020-03-17,60,6,4,43851043
Algeria,2020-03-18,74,14,7,43851043
Algeria,2020-03-19,87,13,9,43851043
Algeria,2020-03-20,90,3,11,43851043
Algeria,2020-03-21,139,49,15,43851043
Algeria,2020-03-22,201,62,17,43851043
Algeria,2020-03-23,230,29,17,43851043
Algeria,2020-03-24,264,34,19,43851043
Algeria,2020-03-25,302,38,21,43851043
Algeria,2020-03-26,367,65,25,43851043
Algeria,2020-03-27,409,42,26,43851043
Algeria,2020-03-28,454,45,29,43851043
Algeria,2020-03-29,511,57,31,43851043
Algeria,2020-03-30,584,73,35,43851043
Algeria,2020-03-31,716,132,44,43851043
Algeria,2020-04-01,847,131,58,43851043
Algeria,2020-04-02,986,139,86,43851043
Algeria,2020-04-03,1171,185,105,43851043
Algeria,2020-04-04,1251,80,130,43851043
Algeria,2020-04-05,1320,69,152,43851043
Algeria,2020-04-06,1423,103,173,43851043
Algeria,2020-04-07,1468,45,193,43851043
Algeria,2020-04-08,1572,104,205,43851043
Algeria,2020-04-09,1666,94,235,43851043
Algeria,2020-04-10,1761,95,256,43851043
Algeria,2020-04-11,1825,64,275,43851043
Algeria,2020-04-12,1914,89,293,43851043
Algeria,2020-04-13,1983,69,313,43851043
Algeria,2020-04-14,2070,87,326,43851043
Algeria,2020-04-15,2160,90,336,43851043
Algeria,2020-04-16,2268,108,348,43851043
Algeria,2020-04-17,2418,150,364,43851043
Algeria,2020-04-18,2534,116,367,43851043
Algeria,2020-04-19,2629,95,375,43851043
Algeria,2020-04-20,2718,89,384,43851043
Algeria,2020-04-21,2811,93,392,43851043
Algeria,2020-04-22,2910,99,402,43851043
Algeria,2020-04-23,3007,97,407,43851043
Algeria,2020-04-24,3127,120,415,43851043
Algeria,2020-04-25,3256,129,419,43851043
Algeria,2020-04-26,3382,126,425,43851043
Algeria,2020-04-27,3517,135,432,43851043
Algeria,2020-04-28,3649,132,437,43851043
Algeria,2020-04-29,3848,199,444,43851043
Algeria,2020-04-30,4006,158,450,43851043
Algeria,2020-05-01,4154,148,453,43851043
Algeria,2020-05-02,4295,141,459,43851043
Algeria,2020-05-03,4474,179,463,43851043
Algeria,2020-05-04,4648,174,465,43851043
Algeria,2020-05-05,4838,190,470,43851043
Algeria,2020-05-06,4997,159,476,43851043
Algeria,2020-05-07,5182,185,483,43851043
Algeria,2020-05-08,5369,187,488,43851043
Algeria,2020-05-09,5558,189,494,43851043
Algeria,2020-05-10,5723,165,502,43851043
Algeria,2020-05-11,5891,168,507,43851043
Algeria,2020-05-12,6067,176,515,43851043
Algeria,2020-05-13,6253,186,522,43851043
Algeria,2020-05-14,6442,189,529,43851043
Algeria,2020-05-15,6629,187,536,43851043
Algeria,2020-05-16,6821,192,542,43851043
Algeria,2020-05-17,7019,198,548,43851043
Algeria,2020-05-18,7201,182,555,43851043
Algeria,2020-05-19,7377,176,561,43851043
Algeria,2020-05-20,7542,165,568,43851043
Algeria,2020-05-21,7728,186,575,43851043
Algeria,2020-05-22,7918,190,582,43851043
Algeria,2020-05-23,8113,195,592,43851043
Algeria,2020-05-24,8306,193,600,43851043
Algeria,2020-05-25,8503,197,609,43851043
Algeria,2020-05-26,8697,194,617,43851043
Algeria,2020-05-27,8857,160,623,43851043
Algeria,2020-05-28,8997,140,630,43851043
Algeria,2020-05-29,9134,137,638,43851043
Algeria,2020-05-30,9267,133,646,43851043
Algeria,2020-05-31,9394,127,653,43851043
Algeria,2020-06-01,9513,119,661,43851043
Algeria,2020-06-02,9626,113,667,43851043
Algeria,2020-06-03,9733,107,673,43851043
Algeria,2020-06-04,9831,98,681,43851043
Algeria,2020-06-05,9935,104,690,43851043
Algeria,2020-06-06,10050,115,698,43851043
Algeria,2020-06-07,10154,104,707,43851043
Algeria,2020-06-08,10265,111,715,43851043
Algeria,2020-06-09,10382,117,724,43851043
Algeria,2020-06-10,10484,102,732,43851043
Algeria,2020-06-11,10589,105,741,43851043
Algeria,2020-06-12,10698,109,751,43851043
Algeria,2020-06-13,10810,112,760,43851043
Algeria,2020-06-14,10919,109,767,43851043
Algeria,2020-06-15,11031,112,777,43851043
Algeria,2020-06-16,11147,116,788,43851043
Algeria,2020-06-17,11268,121,799,43851043
Algeria,2020-06-18,11385,117,811,43851043
Algeria,2020-06-19,11504,119,825,43851043
Algeria,2020-06-20,11631,127,837,43851043
Algeria,2020-06-21,11771,140,845,43851043
Algeria,2020-06-22,11920,149,852,43851043
Algeria,2020-06-23,12076,156,861,43851043
Algeria,2020-06-24,12248,172,869,43851043
Algeria,2020-06-25,12445,197,878,43851043
Algeria,2020-06-26,12685,240,885,43851043
Algeria,2020-06-27,12968,283,892,43851043
Algeria,2020-06-28,13273,305,897,43851043
Algeria,2020-06-29,13571,298,905,43851043
Algeria,2020-06-30,13907,336,912,43851043
Algeria,2020-07-01,14272,365,920,43851043
Algeria,2020-07-02,14657,385,928,43851043
Algeria,2020-07-03,15070,413,937,43851043
Algeria,2020-07-04,15500,430,946,43851043
Algeria,2020-07-05,15941,441,952,43851043
Algeria,2020-07-06,16404,463,959,43851043
Algeria,2020-07-07,16879,475,968,43851043
Algeria,2020-07-08,17348,469,978,43851043
Algeria,2020-07-09,17808,460,988,43851043
Algeria,2020-07-10,18242,434,996,43851043
